山不在高，有仙则名。水不在深，有龙则灵。	陋室铭
寂寞空庭春欲晚，梨花满地不开门。	春怨
柳庭风静人眠昼，昼眠人静风庭柳。	菩萨蛮·回文夏闺怨
含情欲说宫中事，鹦鹉前头不敢言。	宫词 / 宫中词
新人虽完好，未若故人姝。	上山采蘼芜
恼他香阁浓睡，撩乱有啼莺。	诉衷情·东风杨柳欲青青
赏心乐事共谁论？花下销魂，月下销魂。	一剪梅·雨打梨花深闭门
为问元戎窦车骑，何时返旆勒燕然。	春思
愿随孤月影，流照伏波营。	闺怨二首·其一
离宫绝旷，身体摧藏，志念没沉，不得颉颃。	怨词
影孤怜夜永。永夜怜孤影。	菩萨蛮·回文秋闺怨
宴尔新婚，以我御穷。	谷风
睡里消魂无说处。觉来惆怅消魂误。	蝶恋花·梦入江南烟水路
秋逼暗虫通夕响，征衣未寄莫飞霜。	秋夜曲
揉蓝衫子杏黄裙，独倚玉阑无语点檀唇。	南歌子·香墨弯弯画
人去空流水，花飞半掩门。	南歌子·香墨弯弯画
香消翠减，雨昏烟暗，芳草遍江南。	小桃红·春闺怨
独上小楼春欲暮，愁望玉关芳草路。	木兰花·独上小楼春欲暮
惜恐镜中春。不如花草新。	菩萨蛮·忆郎还上层楼曲
思君如满月，夜夜减清辉。	赋得自君之出矣
好梦欲成还又觉，绿窗但觉莺啼晓。	蝶恋花·一别家山音信杳
伫立伤神。无奈轻寒著摸人。	减字木兰花·春怨
困花压蕊丝丝雨，不堪只共愁人语。	菩萨蛮·春闺
时节是重阳，菊花牵恨长。	菩萨蛮·秋闺
恨身翻不作车尘，万里得随君。	巫山一段云·春去秋来也
行坐深闺里。懒更妆梳，自知新来憔悴。	鹤冲天·清明天气
花片片飞风弄蝶，柳阴阴下水平桥。	浣溪沙·楼倚春江百尺高
暗灯凉簟怨分离，妖姬，不胜悲。	河传·秋雨
绿衣监使守宫门，一闭上阳多少春。	上阳白发人
宿空房，秋夜长，夜长无寐天不明。	上阳白发人
秋霜欲下手先知，灯底裁缝剪刀冷。	寒闺怨
鸿羽难凭芳信短，长安犹近归期远。	倦寻芳·香泥垒燕
孤眠鸾帐里，枉劳魂梦，夜夜飞扬。	凤归云·闺怨
之子归穷泉，重壤永幽隔。	悼亡诗三首
手携稚子夜归院，月冷空房不见人。	为薛台悼亡
梦断香消四十年，沈园柳老不吹绵。	沈园二首
凭仗丹青重省识，盈盈，一片伤心画不成。	南乡子·为亡妇题照
小轩窗。正梳妆。相顾无言，惟有泪千行。	江城子·乙卯正月二十日夜记梦
被酒莫惊春睡重，赌书消得泼茶香，当时只道是寻常。	浣溪沙·谁念西风独自凉
绿兮丝兮，女所治兮。我思古人，俾无訧兮！	绿衣
我自中宵成转侧，忍听湘弦重理。	金缕曲·亡妇忌日有感
缀玉联珠六十年，谁教冥路作诗仙。	吊白居易
空床卧听南窗雨，谁复挑灯夜补衣。	半死桐·重过阊门万事非
望庐思其人，入室想所历。	悼亡诗三首
悲怀感物来，泣涕应情陨。	悼亡诗三首
寝兴目存形，遗音犹在耳。	悼亡诗三首
流芳未及歇，遗挂犹在壁。	悼亡诗三首
床空委清尘，室虚来悲风。	悼亡诗三首
幽兰旋老，杜若还生，水乡尚寄旅。	莺啼序·春晚感怀
伤心千里江南，怨曲重招，断魂在否？	莺啼序·春晚感怀
可怜白骨攒孤冢，尽为将军觅战功。	吊万人冢
尽道隋亡为此河，至今千里赖通波。	汴河怀古二首
谁知万里客，怀古正踌蹰。	岘山怀古
薄晚西风吹雨到。明朝又是伤流潦。	蝶恋花·百尺朱楼临大道
霸业成空，遗恨无穷。	蟾宫曲·怀古
八阵图名成卧龙，六韬书功在飞熊。	蟾宫曲·怀古
可怜赤壁争雄渡，唯有蓑翁坐钓鱼。	齐安郡晚秋
箭径酸风射眼，腻水染花腥。	八声甘州·灵岩陪庾幕诸公游
数里黄沙行客路，不堪回首思秦原。	春日秦国怀古
层楼望，春山叠；家何在？	满江红·点火樱桃
蝴蝶不传千里梦，子规叫断三更月。	满江红·点火樱桃
不知何日东瀛变，此地还成要路津。	汉寿城春望
湘江千岁未为陵，水底鱼龙应识字。	襄阳怀古
林深藏却云门寺，回首若耶溪。	人月圆·会稽怀古
几度东风吹世换，千年往事随潮去。	满江红·赤壁怀古
赤壁矶头，一番过、一番怀古。	满江红·赤壁怀古
龙蟠虎踞金陵郡，古来六代豪华盛。	菩萨蛮令·金陵怀古
千秋钓舸歌明月，万里沙鸥弄夕阳。	西江怀古
清镜无双影，穷泉有几重。	酅公合祔挽歌
铜铸金镛振纪纲，声传海外播戎羌。	交趾怀古
百岁落半途，前期浩漫漫。	登敬亭山南望怀古赠窦主簿
钟山抱金陵，霸气昔腾发。	登梅冈望金陵赠族侄高座寺僧中孚
佳游不可得，春风惜远别。	登梅冈望金陵赠族侄高座寺僧中孚
伤心重见，依约眉山，黛痕低压。	庆宫春·双桨莼波
大江东去，浪淘尽，千古风流人物。	念奴娇·赤壁怀古
胜地不常，盛筵难再；兰亭已矣，梓泽丘墟。	滕王阁序
黄鹤一去不复返，白云千载空悠悠。	黄鹤楼 / 登黄鹤楼
千古兴亡多少事？悠悠。	南乡子·登京口北固亭有怀
千古江山，英雄无觅，孙仲谋处。	永遇乐·京口北固亭怀古
吴宫花草埋幽径，晋代衣冠成古丘。	登金陵凤凰台
江雨霏霏江草齐，六朝如梦鸟空啼。	台城
山围故国周遭在，潮打空城寂寞回。	金陵五题·石头城
念往昔，繁华竞逐，叹门外楼头，悲恨相续。	桂枝香·金陵怀古
空将汉月出宫门，忆君清泪如铅水。	金铜仙人辞汉歌
江山留胜迹，我辈复登临。	与诸子登岘山
其人虽已没，千载有馀情。	咏荆轲
君看六幅南朝事，老木寒云满故城。	金陵图
举目山河异，偏伤周顗情。	金陵新亭
曾伴浮云归晚翠，犹陪落日泛秋声。	金陵晚望
三百年间同晓梦，钟山何处有龙盘。	咏史二首·其一
宫女如花满春殿，只今惟有鹧鸪飞。	越中览古
后庭花一曲，幽怨不堪听。	金陵怀古
慨当初，倚飞何重，后来何酷。	满江红·拂拭残碑
千载休谈南渡错，当时自怕中原复。	满江红·拂拭残碑
翠华想像空山里，玉殿虚无野寺中。	咏怀古迹五首·其四
楚人悲屈原，千载意未歇。	屈原塔
千古英雄同一叹，伤怀岂止为蛾眉！	昭君辞
可怜青冢已芜没，尚有哀弦留至今。	明妃曲二首
朝阳不再盛，白日忽西幽。	咏怀八十二首·其三十二
旧时王谢堂前燕，飞入寻常百姓家。	乌衣巷
池台竹树三亩馀，至今人道江家宅。	金陵五题·并序
遗庙丹青落，空山草木长。	武侯庙
山河风景元无异，城郭人民半已非。	金陵驿二首
满地芦花和我老，旧家燕子傍谁飞？	金陵驿二首
广陵城里昔繁华，炀帝行宫接紫霞。	维扬怀古
玉树歌残犹有曲，锦帆归去已无家。	维扬怀古
汉水东流，都洗尽、髭胡膏血。	满江红·汉水东流
忆昨车声寒易水，今朝，慷慨还过豫让桥。	南乡子·邢州道上作
虎踞龙蟠何处是，只有兴亡满目。	念奴娇·登建康赏心亭呈史致道留守
看风流慷慨，谈笑过残年。	八声甘州·故将军饮罢夜归来
自从明宰投巫后，直至如今鬼不神。	西河
玉树歌残王气终，景阳兵合戍楼空。	金陵怀古
英雄一去豪华尽，惟有青山似洛中。	金陵怀古
山樯谷堑依然在，弱吐强吞尽已空。	题武关
不见襄阳登览，磨灭游人无数，遗恨黯难收。	水调歌头·多景楼
歌沉玉树，古寺空有疏钟发。	六么令·次韵和贺方回金陵怀古鄱阳席上作
而今灯漫挂。不是暗尘明月，那时元夜。	女冠子·元夕
怅然孤啸，青山故国，乔木苍苔。	人月圆·伤心莫问前朝事
白头灯影凉宵里，一局残棋见六朝。	金陵后观棋绝句六首·选一
行人怅望苏台柳，曾与吴王扫落花。	姑苏怀古
东南第一名州，西湖自古多佳丽。	水龙吟·西湖怀古
大树无枝向北风，十年遗恨泣英雄。	吊岳王墓
昔在零陵厌，神器若无依。	行经孙氏陵
年来肠断秣陵舟，梦绕秦淮水上楼。	秦淮杂诗二十首·其一
十日雨丝风片里，浓春艳景似残秋。	秦淮杂诗二十首·其一
隔岸荒云远断，绕矶小树微明。	锦堂春·半壁横江矗起
凭空怒浪兼天涌，不尽六朝声。	锦堂春·半壁横江矗起
城隅南对望陵台，漳水东流不复回。	登古邺城
武帝宫中人去尽，年年春色为谁来。	登古邺城
忆昔霍将军，连年此征讨。	登百丈峰二首
想牧之、千载尚神游，空山冷。	满江红·齐山绣春台
潭州官舍暮楼空，今古无端入望中。	潭州
宣和旧日，临安南渡，芳景犹自如故。	永遇乐·璧月初晴
徒把金戈挽落晖，南冠无奈北风吹。	挽文丞相
歌泣不成天已暮，悲风日夜起江生。	登雨花台
断崖苍藓对立久，冻雨为洗前朝悲。	书摩崖碑后
武皇去金阁，英威长寂寞。	铜爵妓
人面不知何处去，桃花依旧笑春风。	题都城南庄
春色满园关不住，一枝红杏出墙来。	游园不值
渭城朝雨浥轻尘，客舍青青柳色新。	渭城曲 / 送元二使安西
好雨知时节，当春乃发生。	春夜喜雨
几处早莺争暖树，谁家新燕啄春泥。	钱塘湖春行
碧玉妆成一树高，万条垂下绿丝绦。	咏柳 / 柳枝词
迟日江山丽，春风花草香。	绝句二首
春日迟迟，卉木萋萋。	出车
春晚绿野秀，岩高白云屯。	入彭蠡湖口
喧鸟覆春洲，杂英满芳甸。	晚登三山还望京邑
池塘生春草，园柳变鸣禽。	登池上楼
寄语洛城风日道，明年春色倍还人。	春日京中有怀
不知细叶谁裁出，二月春风似剪刀。	咏柳 / 柳枝词
林花扫更落，径草踏还生。	春中喜王九相寻 / 晚春
两个黄鹂鸣翠柳，一行白鹭上青天。	绝句
闻道春还未相识，走傍寒梅访消息。	早春寄王汉阳
寒雪梅中尽，春风柳上归。	宫中行乐词八首
东风随春归，发我枝上花。	落日忆山中
春草如有情，山中尚含绿。	金门答苏秀才
云霞出海曙，梅柳渡江春。	和晋陵陆丞早春游望
肃肃花絮晚，菲菲红素轻。	春远 / 春运
侵陵雪色还萱草，漏泄春光有柳条。	腊日
林花著雨胭脂湿，水荇牵风翠带长。	曲江对雨
恰似春风相欺得，夜来吹折数枝花。	绝句漫兴九首·其二
诗家清景在新春，绿柳才黄半未匀。	城东早春
燕子不归春事晚，一汀烟雨杏花寒。	苏溪亭
草树知春不久归，百般红紫斗芳菲。	晚春二首·其一
天街小雨润如酥，草色遥看近却无。	早春呈水部张十八员外 / 初春小雨 / 早春
狂风落尽深红色，绿叶成阴子满枝。	叹花 / 怅诗
寒随一夜去，春逐五更来。	应诏赋得除夜
飒飒东风细雨来，芙蓉塘外有轻雷。	无题·飒飒东风细雨来
桃花春水渌，水上鸳鸯浴。	菩萨蛮
一庭春色恼人来，满地落花红几片。	玉楼春·寂寂画堂梁上燕
城上风光莺语乱，城下烟波春拍岸。	木兰花·城上风光莺语乱
雪消门外千山绿，花发江边二月晴。	春日西湖寄谢法曹歌
春色恼人眠不得，月移花影上栏杆。	春夜
春路雨添花，花动一山春色。	好事近·梦中作
春风春雨花经眼，江北江南水拍天。	次元明韵寄子由
春阴垂野草青青，时有幽花一树明。	淮中晚泊犊头
等闲识得东风面，万紫千红总是春。	春日
燕草如碧丝，秦桑低绿枝。	春思
春雨断桥人不度，小舟撑出柳阴来。	春游湖
过春风十里。尽荠麦青青。	扬州慢·淮左名都
燕燕飞来，问春何在，唯有池塘自碧。	淡黄柳·空城晓角
白雪却嫌春色晚，故穿庭树作飞花。	春雪
庭前时有东风入，杨柳千条尽向西。	代春怨
沾衣欲湿杏花雨，吹面不寒杨柳风。	绝句·古木阴中系短篷
春风又绿江南岸，明月何时照我还？	泊船瓜洲
夜来风雨声，花落知多少。	春晓
沉舟侧畔千帆过，病树前头万木春。	酬乐天扬州初逢席上见赠
春眠不觉晓，处处闻啼鸟。	春晓
红豆生南国，春来发几枝。	相思
随风潜入夜，润物细无声。	春夜喜雨
云想衣裳花想容，春风拂槛露华浓。	清平调·其一
爆竹声中一岁除，春风送暖入屠苏。	元日
乱花渐欲迷人眼，浅草才能没马蹄。	钱塘湖春行
羌笛何须怨杨柳，春风不度玉门关。	凉州词二首·其一
国破山河在，城春草木深。	春望
读书不觉已春深，一寸光阴一寸金。	白鹿洞二首·其一
明朝寒食了，又是一年春。	临江仙·清明前一日种海棠
海日生残夜，江春入旧年。	次北固山下
晓看红湿处，花重锦官城。	春夜喜雨
小楼一夜听春雨，深巷明朝卖杏花。	临安春雨初霁
草长莺飞二月天，拂堤杨柳醉春烟。	村居
春种一粒粟，秋收万颗子。	古风二首 / 悯农二首
绿杨烟外晓寒轻，红杏枝头春意闹。	玉楼春·春景
帘外雨潺潺，春意阑珊。	浪淘沙令·帘外雨潺潺
月出惊山鸟，时鸣春涧中。	鸟鸣涧
风雨送春归，飞雪迎春到。	卜算子·咏梅
花褪残红青杏小。燕子飞时，绿水人家绕。	蝶恋花·春景
莺初解语，最是一年春好处。	减字木兰花·莺初解语
池上碧苔三四点，叶底黄鹂一两声。	破阵子·春景
最是一年春好处，绝胜烟柳满皇都。	早春呈水部张十八员外 / 初春小雨 / 早春
风乍起，吹皱一池春水。	谒金门·风乍起
报道先生归也，杏花春雨江南。	风入松·寄柯敬仲
春日游，杏花吹满头。	思帝乡·春日游
红酥手，黄縢酒，满城春色宫墙柳。	钗头凤·红酥手
蒌蒿满地芦芽短，正是河豚欲上时。	惠崇春江晚景二首 / 惠崇春江晓景二首
最爱湖东行不足，绿杨阴里白沙堤。	钱塘湖春行
雨打梨花深闭门，忘了青春，误了青春。	一剪梅·雨打梨花深闭门
天时人事日相催，冬至阳生春又来。	小至
今夜偏知春气暖，虫声新透绿窗纱。	月夜 / 夜月
春风十里扬州路，卷上珠帘总不如。	赠别二首
双飞燕子几时回？夹岸桃花蘸水开。	春游湖
风回小院庭芜绿，柳眼春相续。	虞美人·风回小院庭芜绿
子规夜半犹啼血，不信东风唤不回。	送春
燕子来时新社，梨花落后清明。	破阵子·春景
西城杨柳弄春柔。动离忧。泪难收。	江城子·西城杨柳弄春柔
映阶碧草自春色，隔叶黄鹂空好音。	蜀相
昨夜江边春水生，艨艟巨舰一毛轻。	活水亭观书有感二首·其二
兰叶春葳蕤，桂华秋皎洁。	感遇十二首·其一
长恨春归无觅处，不知转入此中来。	大林寺桃花
春日宴，绿酒一杯歌一遍。	长命女·春日宴
若到江南赶上春，千万和春住。	卜算子·送鲍浩然之浙东
造物无言却有情，每于寒尽觉春生。	新雷
新年都未有芳华，二月初惊见草芽。	春雪
未觉池塘春草梦，阶前梧叶已秋声。	偶成
若待上林花似锦，出门俱是看花人。	城东早春
枝上柳绵吹又少。天涯何处无芳草。	蝶恋花·春景
夜雨剪春韭，新炊间黄粱。	赠卫八处士
庭树不知人去尽，春来还发旧时花。	山房春事二首
淡荡春光寒食天。玉炉沈水袅残烟。	浣溪沙·淡荡春光寒食天
梨花风起正清明，游子寻春半出城。	苏堤清明即事
一夕轻雷落万丝，霁光浮瓦碧参差。	春日
可堪孤馆闭春寒，杜鹃声里斜阳暮。	踏莎行·郴州旅舍
渭北春天树，江东日暮云。	春日忆李白
一畦春韭绿，十里稻花香。	菱荇鹅儿水
草色青青柳色黄，桃花历乱李花香。	春思二首·其一
律回岁晚冰霜少，春到人间草木知。	立春偶成
堤上游人逐画船，拍堤春水四垂天。	浣溪沙·堤上游人逐画船
风柔日薄春犹早。夹衫乍著心情好。	菩萨蛮·风柔日薄春犹早
海棠不惜胭脂色，独立蒙蒙细雨中。	春寒
西湖春色归，春水绿於染。	春日西湖寄谢法曹韵
深居俯夹城，春去夏犹清。	晚晴
南园春半踏青时，风和闻马嘶。	阮郎归·南园春半踏青时
瑶草一何碧，春入武陵溪。	水调歌头·游览
忽然一夜清香发，散作乾坤万里春。	白梅
长江一帆远，落日五湖春。	饯别王十一南游
飞雪带春风，裴回乱绕空。	春雪
吴酒一杯春竹叶，吴娃双舞醉芙蓉。	忆江南词三首
春未老，风细柳斜斜。	望江南·超然台作
笙歌散尽游人去，始觉春空。	采桑子·群芳过后西湖好
春风不解禁杨花，濛濛乱扑行人面。	踏莎行·小径红稀
三月残花落更开，小檐日日燕飞来。	送春
杨柳阴阴细雨晴，残花落尽见流莺。	春兴
风暖鸟声碎，日高花影重。	春宫怨
疑怪昨宵春梦好，元是今朝斗草赢。	破阵子·春景
曾逐东风拂舞筵，乐游春苑断肠天。	柳
一树春风千万枝，嫩于金色软于丝。	杨柳枝词
绿净春深好染衣。际柴扉。	钓船归·绿净春深好染衣
蜂争粉蕊蝶分香，不似垂杨惜金缕。	惜春词
春风尔来为阿谁，蝴蝶忽然满芳草。	山人劝酒
菀菀黄柳丝，濛濛杂花垂。	春词二首
水流花谢两无情，送尽东风过楚城。	春夕
况是青春日将暮，桃花乱落如红雨。	将进酒
青梅如豆柳如眉，日长蝴蝶飞。	阮郎归·南园春半踏青时
莺啼燕语报新年，马邑龙堆路几千。	春思
绿杨芳草长亭路。年少抛人容易去。	玉楼春·春恨
晴风初破冻，柳眼梅腮，已觉春心动。	蝶恋花·暖雨晴风初破冻
春风疑不到天涯，二月山城未见花。	戏答元珍
怅卧新春白袷衣，白门寥落意多违。	春雨
东风洒雨露，会入天地春。	送郄昂谪巴中
笛中闻折柳，春色未曾看。	塞下曲六首·其一
别来春半，触目柔肠断。	清平乐·别来春半
春雪满空来，触处似花开。	喜张沨及第
一叫一回肠一断，三春三月忆三巴。	宣城见杜鹃花 / 子规
夜来小雨新霁，双燕舞风斜。	诉衷情·送春
蛱蝶飞来过墙去，却疑春色在邻家。	雨晴
人不见，春在绿芜中。	小重山·谁向江头遗恨浓
问讯湖边春色，重来又是三年。	西江月·问讯湖边春色
绿池芳草满晴波，春色都从雨里过。	春暮西园
草秀故春色，梅艳昔年妆。	元日
浪花有意千里雪，桃花无言一队春。	渔父·浪花有意千里雪
五原春色旧来迟，二月垂杨未挂丝。	边词
春山烟欲收，天淡星稀小。	生查子·春山烟欲收
应知早飘落，故逐上春来。	咏早梅 / 扬州法曹梅花盛开
远路应悲春晼晚，残霄犹得梦依稀。	春雨
东风且伴蔷薇住，到蔷薇、春已堪怜。	高阳台·西湖春感
云里帝城双凤阙，雨中春树万人家。	奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制
孤村芳草远，斜日杏花飞。	江南春·波渺渺
萋萋春草秋绿，落落长松夏寒。	田园乐七首·其四
旧苑荒台杨柳新，菱歌清唱不胜春。	苏台览古
染柳烟浓，吹梅笛怨，春意知几许。	永遇乐·落日熔金
游人不管春将老，来往亭前踏落花。	丰乐亭游春·其三
长于春梦几多时，散似秋云无觅处。	木兰花·燕鸿过后莺归去
酒浓春入梦，窗破月寻人。	临江仙·都城元夕
长堤春水绿悠悠，畎入漳河一道流。	宴词
